Standort,Latitude,Longitude,tavg,tmin,tmax,prcp,snow,wspd,wpgt,ndvi,estimated_yield,requested_yield,remaining_volume,price,expiry_date,diff,recommendations
4538 Oberbipp,47.259886,7.6626583,10.976470276799311,6.849967881211126,15.540941171149829,2.3542353677504138,1.070104906166559,7.038269531617988,25.428397784882875,0.2475773875111865,310.9637262154342,319.49642771073735,57,66.6,2025-10-27,-0.0267067195600334,"{""recommendations"": [{""supplier"": ""4917 Melchnau"", ""reasoning"": ""Close by, low price, and predicted surplus""}, {""supplier"": ""3076 Worb"", ""reasoning"": ""Close by, reasonable price, and predicted surplus""}, {""supplier"": ""4950 Huttwil"", ""reasoning"": ""Close by, reasonable price, and predicted surplus""}]}"
4573 Lohn-Ammannsegg,47.1707127,7.5286625,10.36469584501585,6.254765643534821,14.962059254553132,3.7204522729013454,0.25,6.7163182809077,24.256918939123807,0.2771190944969138,355.27530966551586,383.051047220591,67,61.14,2025-10-27,-0.072511843412556,"{""recommendations"": [{""supplier"": ""4917 Melchnau"", ""reasoning"": ""This supplier has the soonest expiry date and a predicted surplus, helping to reduce food waste.""}, {""supplier"": ""3076 Worb"", ""reasoning"": ""With a close location and a reasonable price, this supplier is a good choice to minimize food waste.""}, {""supplier"": ""3254 Messen"", ""reasoning"": ""Also located nearby and with a slightly lower price, this supplier can help in reducing food waste.""}]}"
4800 Zofingen,47.2862833,7.948602699999999,10.60110033671026,6.780735363500526,14.859716598578707,2.635851620337203,2.0044955266188325,8.185627239563788,27.78235505055484,0.2404591919507467,312.4103485656715,288.5157637216158,128,10.69,2025-10-30,0.0828189924038644,
4917 Melchnau,47.1814972,7.8487757,10.10739793520116,6.317281407070827,14.337521381302563,3.563227607014928,0.25,7.643578265544434,26.71621211834685,0.3157380914759276,413.7127630141328,386.80586802981594,227,14.08,2025-10-16,0.0695617548962385,
4950 Huttwil,47.112213,7.8491741,9.2449459688988,5.639142446629904,13.26990179562378,3.631623975614048,0.25,8.400803943083146,28.307236629569783,0.2710888816474981,364.2958979085657,340.83341354895236,475,41.99,2025-10-11,0.0688385687169239,
5074 Eiken,47.5343174,7.9878434,10.919284819353996,6.917778354998745,15.416634973826689,3.3738259748027395,21.41255812291378,7.091215711533198,25.16138337629856,0.27314382464913,346.8141694736075,346.67355583182416,213,69.54,2025-11-01,0.0004056082138884,
5610 Wohlen,47.3501938,8.2790485,10.83940514807612,6.979691737774903,15.129079448710856,2.70996015709294,0.3282489257562448,7.203803836561882,26.40489560542952,0.211299954184233,268.5208308916567,264.74580393538054,317,57.32,2025-11-02,0.0142590624673227,
6210 Sursee,47.1716724,8.106727,9.469231279573329,5.844292497423225,13.497547907578795,3.285100997618121,0.25,8.203971629232683,28.593894816997807,0.2022768832237306,269.94330241413417,246.08668805010907,103,53.51,2025-10-13,0.0969439450506454,
7302 Landquart,46.96223799999999,9.5635869,6.978979193050857,3.756150333662959,10.599285878157888,5.664672629286837,191.43425917796355,10.543795949528148,34.093602668453904,0.2877579519350631,376.33291339934095,360.26691041006353,252,90.26,2025-10-29,0.0445947227598303,
8207 Schaffhausen,47.7236103,8.6609547,10.35162123772582,5.745909207210616,15.309593789554192,2.3882231556810987,3.934194791389848,9.488528621404017,28.4784697386972,0.2430485331419982,303.4008314362809,311.19049983461207,89,42.77,2025-10-18,-0.0250318322778848,"{""recommendations"": [{""supplier"": ""4917 Melchnau"", ""reasoning"": ""Closest expiry date, positive diff indicating surplus, reasonable price""}, {""supplier"": ""4950 Huttwil"", ""reasoning"": ""Next closest expiry date, positive diff indicating surplus, slightly higher price but still reasonable""}, {""supplier"": ""3076 Worb"", ""reasoning"": ""Third closest expiry date, positive diff indicating surplus, slightly higher price but still reasonable""}]}"
